mat_id, formula,Weyl Point?
 mp-2883, Sm16Sn16O56,N
 mp-28911, Ba2Re2H18,N
 mp-28938, Nb6Cl14Te2,N
 mp-29117, Ta6I14Te2,N
 mp-29169, Au4Cd2F16,N
 mp-29170, Au4Hg2F16,N
 mp-29212, Pb2Tl8I12,N
 mp-29468, Rb36Cl24O6,N
 mp-29775, Pd6Sr24O36,N
 mp-29849, Ag6Sn2P14,N
 mp-30005, Rb36Br24O6,N
 mp-30091, Mg6B54N6,N
 mp-30239, Sr12B8S24,N
 mp-3334, Sn16Tm16O56,N
 mp-3370, Sn16Y16O56,N
 mp-3503, Li12W2N8,N
 mp-35249, Hf16Sm16O56,N
 mp-3688, Er16Sn16O56,N
 mp-3884, Ho16Sn16O56,N
 mp-4086, La16Sn16O56,N
 mp-4103, Sr8O28Sb8,N
 mp-4351, K8B8S28,N
 mp-4394, Pr16Sn16O56,N
 mp-4408, Sm16Zr16O56,N
 mp-4598, Pt6Sr24O36,N
 mp-4710, Hg18B12O36,N
 mp-4974, La16Zr16O56,N
 mp-4991, Sn16Tb16O56,N
 mp-5004, Na8B8Se28,N
 mp-5005, Mg6B4O12,N
 mp-505607, Ag8In8Ge4Se24,N
 mp-510346, In10Br2Se10,N
 mp-5151, Cd16Ge4S24,N
 mp-541897, Cd2Rb4P4Se12,N
 mp-542164, Ag12Cs4Tb8Se20,N
 mp-542637, K8B8Se28,N
 mp-5477, Na20Nb4O20,N
 mp-5548, Cd16Ta16O56,N
 mp-555070, Ba8Be16B16O48,N
 mp-555812, Bi6Na6Sr18O36,N
 mp-5560, Cd6B4O12,N
 mp-556316, Ba18Bi6Na6O36,N
 mp-558407, Ag8In8S24Si4,N
 mp-559426, Pr16Zr16O56,N
 mp-560386, Ag8In8Ge4S24,N
 mp-570158, Cd6K6Rb18Cl36,N
 mp-570339, Cd2Tl8I12,N
 mp-581696, Cs4Cu12Lu8Se20,N
 mp-581749, Cs4Cu12Tm8Se20,N
 mp-5977, Nd16Zr16O56,N
 mp-6064, Mg6Pt6Sr18O36,N
 mp-607712, Lu12C18N36,N
 mp-616218, Cd2In8I12,N
 mp-6233, Na6Ru6Sr18O36,N
 mp-6281, Ca18Na6Ru6O36,N
 mp-6361, Na6Nb6Sr18O36,N
 mp-640614, Ag8In8Se24Si4,N
 mp-642847, Li24Ru6H36,N
 mp-642996, Li24Os6H36,N
 mp-643001, Na24Ru6H36,N
 mp-643346, Al8Ge4H8O24,N
 mp-669389, In6Rh6Sr18O36,N
 mp-6730, Pt6Sr18Zn6O36,N
 mp-697263, Li4As4F24H8O4,N
 mp-752404, Ba8O28Sb8,N
 mp-752411, Pb16Tm16O56,N
 mp-752849, Pb16Y16O56,N
 mp-753414, Lu16Pt16O56,N
 mp-753692, Ho16Ge16O56,N
 mp-754302, Dy16Zr16O56,N
 mp-754646, Dy16Ge16O56,N
 mp-754768, Pt16Tb16O56,N
 mp-755026, La16Pt16O56,N
 mp-755043, Al8O28Si8,N
 mp-755084, Mg2Na12O8,N
 mp-755116, In16Pt16O56,N
 mp-755375, Lu16Pb16O56,N
 mp-755450, Ce16La16O56,N
 mp-755635, Ho16Pt16O56,N
 mp-755723, Er16Pb16O56,N
 mp-756148, Pt16Sm16O56,N
 mp-756347, Pt16Y16O56,N
 mp-756440, Er16Pt16O56,N
 mp-760425, Tb16Zr16O56,N
 mp-769211, Pb16Tb16O56,N
 mp-769222, Dy16Pb16O56,N
 mp-769366, Nd12O28Sb4,N
 mp-769396, Y16Ge16O56,N
 mp-771981, Ba2La4Br16,N
 mp-778114, Sm16Ge16O56,N
 mp-778152, Pt16Sc16O56,N
 mp-782050, Ba24Pd6O36,N
 mp-8568, Ca24Pt6O36,N
 mp-865972, Cu12K4Tm8Se20,N
 mp-8727, Ba24Pt6O36,N
 mp-8804, Li12Mo2N8,N
 mp-8957, Na20Ta4O20,N
 mp-8960, Ba18Na6Nb6O36,N
 mp-8961, Ba18Na6Ta6O36,N
 mp-9745, Ba18Na6Ru6O36,N
 mp-9751, Al8Ge8O28,N
 mp-9765, Nd16Pt16O56,N
 mp-981511, Y12O28Sb4,N
 mp-10340, Na4Ge2O12Te2,N
 mp-10349, Na4Sn2O12Te2,N
 mp-10552, Rb4B4Se12,N
 mp-11006, Ba4P4S12,N
 mp-11007, Ca4P4Se12,N
 mp-11008, Ba4P4Se12,N
 mp-11183, Pr4B12O24,N
 mp-11623, In4La4O12,N
 mp-11709, Sm4B12O24,N
 mp-11982, Ca2Sr4O12Te2,N
 mp-12271, Mg4O12Se4,N
 mp-12337, La4Na2Os2O12,N
 mp-12448, Li2Os2Sm4O12,N
 mp-12449, Li2Os2Pr4O12,N
 mp-12450, Li2Nd4Os2O12,N
 mp-12451, La4Li2Os2O12,N
 mp-1270, Dy8S12,N
 mp-12878, Sr4Y2O12Sb2,N
 mp-13282, Er6Sm2Se12,N
 mp-13374, La4Tm4O12,N
 mp-13383, Ag2Sc2P4Se12,N
 mp-13384, Ag2Er2P4Se12,N
 mp-13385, Ag2Tm2P4Se12,N
 mp-13840, Ho18Sc6O36,N
 mp-13923, Sn4P4S12,N
 mp-1403, Sm8S12,N
 mp-14252, Ca18U6O36,N
 mp-14551, Ca2Sr4U2O12,N
 mp-14552, Ba4Sr2U2O12,N
 mp-14638, Ga6Li6Rb12F36,N
 mp-1509, Sn8S12,N
 mp-15179, Pr8S12,N
 mp-16137, Ca2K8U6O24,N
 mp-16293, K16O48Sb16,N
 mp-16605, Sr4Ta2Tm2O12,N
 mp-1716, Rh8O12,N
 mp-17324, Sn4Zr4S12,N
 mp-20009, Na2Os2Pr4O12,N
 mp-20199, Pb4P4S12,N
 mp-20222, In2Nb2Sr4O12,N
 mp-20244, Pb4Zr4S12,N
 mp-20316, Pb4P4Se12,N
 mp-20489, Pb4Sr4O12,N
 mp-209, Er32Se48,N
 mp-20902, Ag2In2P4Se12,N
 mp-21872, Lu4Pr4O12,N
 mp-22147, Hf4Pb4S12,N
 mp-22329, Na2Nd4Os2O12,N
 mp-22355, In2Sr4O12Sb2,N
 mp-23093, Bi2Nd2Sr4O12,N
 mp-23100, Bi2Lu2Sr4O12,N
 mp-23390, Cd4Rb4Cl12,N
 mp-23442, Cd4K4Cl12,N
 mp-23503, In2Na6Cl12,N
 mp-23517, Pb4Rb4I12,N
 mp-23612, K9B18Br3O30,N
 mp-23700, Rb4F4H8O4,N
 mp-23705, Al2Na6H12,N
 mp-23730, Mg4Na4H12,N
 mp-23774, Al6K12Li6H36,N
 mp-24413, Al2Li2Na4H12,N
 mp-27252, Cd4Tl4I12,N
 mp-27400, Cd4Rb4Br12,N
 mp-27499, Ba4S12Te4,N
 mp-27628, Cl8Te12,N
 mp-27697, Th4I16,N
 mp-27742, Cd4K8O8,N
 mp-27809, Ba4Ge8P8,N
 mp-27865, K4Mg4Cl12,N
 mp-28038, Nb4Br12Te4,N
 mp-28218, Cd4Tl4Cl12,N
 mp-28219, Cd4Tl4Br12,N
 mp-28327, Ga4Li4Br12,N
 mp-28364, Cd4Rb8O8,N
 mp-28529, In4K4Br12,N
 mp-28532, Cr4In4Br12,N
 mp-28695, K4H12Si4,N
 mp-28741, Cu4Br4Se12,N
 mp-2879, Sn4Sr4O12,N
 mp-28809, Tl4B4S12,N
 mp-28853, Au4La4O12,N
 mp-29080, Na6Y2Br12,N
 mp-29288, Tl4Ge4I12,N
 mp-29345, Ga4Li4I12,N
 mp-29376, In2Na10S8,N
 mp-29417, Na6Sc2Br12,N
 mp-29483, In4Mg4Br12,N
 mp-2955, Mg4Na4F12,N
 mp-29699, Nb18Ti6O36,N
 mp-29882, Cs8Pd8Cl24,N
 mp-29920, Au6Rb10O4,N
 mp-30133, Ba4Cu8Te8,N
 mp-30949, Sr12O4Si4,N
 mp-3102, Cu4Ta4S12,N
 mp-31045, Au4K4I12,N
 mp-31096, Al6Li18H36,N
 mp-31117, Nd4Sc4O12,N
 mp-31118, Sc4Sm4O12,N
 mp-31119, Sc4Tb4O12,N
 mp-31120, Dy4Sc4O12,N
 mp-31121, Ho4Sc4O12,N
 mp-3118, Mg18O36Te6,N
 mp-31276, Cd8Cl8P4,N
 mp-3196, Ga4Nd4O12,N
 mp-3317, Rh4Sm4O12,N
 mp-3378, Hf4Sr4O12,N
 mp-3416, Al2Na6F12,N
 mp-3615, Nd4B12O24,N
 mp-3792, Al4Y4O12,N
 mp-3795, Na4Zn4F12,N
 mp-3822, Sr4C4O12,N
 mp-3838, Li10Re2N8,N
 mp-401, Sc32S48,N
 mp-4019, Ca4Ti4O12,N
 mp-4192, Ca12As4N4,N
 mp-438, Nd8S12,N
 mp-4387, Sr4Zr4O12,N
 mp-4426, Li16O20Se4,N
 mp-4434, Al4Tb4O12,N
 mp-4438, Ca4Sn4O12,N
 mp-4471, Al4Sc4O12,N
 mp-4473, Ba4Cu8Se8,N
 mp-4535, Ga4Pr4O12,N
 mp-4582, Nd4Rh4O12,N
 mp-4789, Pr4Rh4O12,N
 mp-4891, Al4Ho4O12,N
 mp-4995, Li4O12Sb4,N
 mp-5045, Sn4Ge4S12,N
 mp-505222, Cd4In4Br12,N
 mp-510283, Cs4Ga4Se12,N
 mp-5163, La4Rh4O12,N
 mp-5279, Ca6O12Te2,N
 mp-540839, Cs4Pb4I12,N
 mp-542512, Na2Pr4Ru2O12,N
 mp-554542, Mg6B2F6O6,N
 mp-555140, Cs8Ga4Li12O16,N
 mp-557787, Tl4O12Sb4,N
 mp-558039, Ho2Sr4O12Sb2,N
 mp-558332, Au2K10I4O4,N
 mp-558536, Au4Cd4Rb4S8,N
 mp-558760, Sr4Zr4S12,N
 mp-559756, Pr4Sc4O12,N
 mp-560645, Ca4In2Nb2O12,N
 mp-561072, Dy2Sr4O12Sb2,N
 mp-567629, Cs4Pb4Br12,N
 mp-568293, Ca12N8,N
 mp-568796, Rb4Yb4I12,N
 mp-569052, Ag4I4Se12,N
 mp-569059, Hf8I32,N
 mp-5692, Rh4Tb4O12,N
 mp-569613, Ba4Cl2P14,N
 mp-569857, K32P48,N
 mp-570370, Sn4P4Se12,N
 mp-570431, Ag4I4Te12,N
 mp-570553, Fe8P32,N
 mp-570590, Bi4Cd4Br4Se8,N
 mp-570948, Ca4Ga4Li4N8,N
 mp-571418, Rb4Yb4Br12,N
 mp-571527, Cs12In6Li6Cl36,N
 mp-572291, K12Cl4O4,N
 mp-573677, Ba8Li12Ta4N16,N
 mp-5926, Ca4K4F12,N
 mp-5970, Ba4Cu8S8,N
 mp-6124, Al4Na4O24Si8,N
 mp-6163, Cs12Ga6Na6F36,N
 mp-624190, Pb4Ge4S12,N
 mp-6273, Ba8Na2O24Sb6,N
 mp-636675, Ga8I12,N
 mp-6389, La4Na2Ru2O12,N
 mp-643069, Li8H4I4O4,N
 mp-643392, Ca4H8O8,N
 mp-643749, Ca4K4F12,N
 mp-644506, Al4Na4C4H8O20,N
 mp-6528, Al6Cs12Na6F36,N
 mp-6604, Al2Li2Na4F12,N
 mp-6766, Ca4Mg4O24Si8,N
 mp-6822, Ga4Na4O24Si8,N
 mp-7008, Ag2Ga2P4Se12,N
 mp-7074, Na4Sc4O24Si8,N
 mp-7198, Sr4P4Se12,N
 mp-7238, Nd4B4O12,N
 mp-7475, La8S12,N
 mp-752418, La8O4Se8,N
 mp-752437, In4Sm4O12,N
 mp-752569, La18Sc6O36,N
 mp-7535, Al2Li10O8,N
 mp-754140, Ca4O12Se4,N
 mp-754153, Li8Br8H16O8,N
 mp-754225, Ti4Yb4O12,N
 mp-754578, Ga4Tm4O12,N
 mp-754853, Ca4Hf4O12,N
 mp-755138, In4Nd4O12,N
 mp-755165, Sc4Y4O12,N
 mp-755184, Sm8O4Se8,N
 mp-755213, Yb4C4O12,N
 mp-755363, Ba12O4Si4,N
 mp-755416, Ga4Ho4O12,N
 mp-755428, Rb12Cl4O4,N
 mp-755574, Al4Lu4O12,N
 mp-755612, Dy4Ga4O12,N
 mp-755802, K8Mg4O8,N
 mp-756205, Bi4Sc4O12,N
 mp-756251, Ba8La4Cl28,N
 mp-756281, Al4Tm4O12,N
 mp-756290, Ga4Tb4O12,N
 mp-756458, Al4Er4O12,N
 mp-756630, Al4Dy4O12,N
 mp-756742, Al6Lu18O36,N
 mp-760489, H24N4O8P4,N
 mp-768941, Sr6O12Te2,N
 mp-7781, Ca4Zr4S12,N
 mp-7792, Sc4Y4S12,N
 mp-780387, Hf4Yb4O12,N
 mp-8194, Ba8Ge4P8,N
 mp-8195, Ba8As8Ge4,N
 mp-8216, La4B4O12,N
 mp-849371, Cd4Sn4O12,N
 mp-861504, Pr4B4O12,N
 mp-8616, Ag2Sc2P4S12,N
 mp-8673, Li4Sn2O12Te2,N
 mp-8709, In4K4Ge8O24,N
 mp-8725, Hf4Sn4S12,N
 mp-8840, In2Na10O8,N
 mp-8850, Dy8S12,N
 mp-8956, Ho8S12,N
 mp-9047, Rb4B4S12,N
 mp-909, As8Se12,N
 mp-9186, Cd4O12Se4,N
 mp-9228, Hg4O12Se4,N
 mp-9323, Tb8S12,N
 mp-9475, K4N4O12,N
 mp-9628, Cd4K4F12,N
 mp-972112, Mg2Sr4U2O12,N
 mp-972120, Ga8Sr4As8,N
 mp-972216, Sm2Sr4O12Sb2,N
 mp-977298, Be8Li8H24,N
 mp-9788, Sr4P4S12,N
 mp-9789, Ca4P4S12,N
 mp-979264, Rh6Cl18Te36,N
 mp-9824, Ho32Se48,N
 mp-989614, La4Re4N12,N
 mp-16818, Cd12Rb8Se16,N
 mp-16847, K24Na16Sn8P24,N
 mp-16861, Na20As12Ge4,N
 mp-16945, Ga8Sr12N16,N
 mp-16989, K20Sn4As12,N
 mp-17129, Al8Sr12N16,N
 mp-17133, Al8Ba12N16,N
 mp-17470, Ba12Sn8As16,N
 mp-17504, Sr12As16Ge8,N
 mp-17715, Sr4Ta8O24,N
 mp-17817, Ca12Ge8P16,N
 mp-17978, Rb20Ge4P12,N
 mp-18084, Ba4Tb8Zn4O20,N
 mp-18101, Cd12K8S16,N
 mp-18112, Sr8Ge8Se20,N
 mp-18132, K16Sn4Se16,N
 mp-18139, Na20As12Si4,N
 mp-18203, K6Ge12O72P18,N
 mp-18297, Ba12Ga8N16,N
 mp-18317, Na20Sn4P12,N
 mp-18327, Ba8Tl8O20,N
 mp-18335, Ba8Ge8Se20,N
 mp-18351, Sr12Ge8P16,N
 mp-18447, K24Na16Sn8As24,N
 mp-18464, Rb16Ge4O16,N
 mp-18504, Ca12As16Ge8,N
 mp-18531, Cd12K8Te16,N
 mp-18556, Cd12Rb8S16,N
 mp-20820, Pb4N8O24,N
 mp-21390, Cu4In4La8Se20,N
 mp-23583, Bi4Cs16Cl48Sb4,N
 mp-23740, Mg8H4O20P4,N
 mp-24216, Hg4Zn4As4H4O20,N
 mp-27354, Cs12Hg4Cl20,N
 mp-27522, K8Zr8O20,N
 mp-27805, Ba12S20Si4,N
 mp-28034, Cu16P56,N
 mp-28745, Nb8I4Te24,N
 mp-28870, Rh12O48P12,N
 mp-29107, Hg12Rb8Te16,N
 mp-2911, Ba12Sn8P16,N
 mp-29284, Ca8S20Sb8,N
 mp-29387, Bi12K20Sn4,N
 mp-29411, Na8B8S20,N
 mp-29498, W24Br48,N
 mp-29555, Mo24Br48,N
 mp-29808, Ca16Ge4N16,N
 mp-29877, K6Re3H27,N
 mp-29883, Pb4Rb12Cl20,N
 mp-29901, Cd24Rb16Te32,N
 mp-29936, Pd4Rb8I24,N
 mp-30249, Li16Ge4S16,N
 mp-3193, Na8O20Si8,N
 mp-3273, O75P18Si15,N
 mp-3552, Li8O20Si8,N
 mp-4157, Sr4N8O24,N
 mp-4172, Na20Ge4P12,N
 mp-4396, Ba4N8O24,N
 mp-505001, Rb12Zn4Br20,N
 mp-505121, Hg12Na8S16,N
 mp-5367, K20Sn4Sb12,N
 mp-540696, Ca12As16Si8,N
 mp-540939, Ti4Tl16S16,N
 mp-540940, Ti4Tl16Se16,N
 mp-541236, Hf4Na20As12,N
 mp-541694, K8Na12P12Si4,N
 mp-541923, Cu20Tl4Se12,N
 mp-5487, Sr12O20Si4,N
 mp-554395, Li12Na20Ti8S32,N
 mp-554584, Na4Pb4Rb12O16,N
 mp-555487, Sn12O24,N
 mp-556347, K8Re4Cl20O4,N
 mp-556679, Ca12Na8O40Si12,N
 mp-557104, Al8Li8B16O40,N
 mp-560476, Na4Rb12Ti4O16,N
 mp-560641, Ba12Cl5F19,N
 mp-561437, Al8F8Ge4O16,N
 mp-567398, Mg4Sr12Ge4N16,N
 mp-568484, La24Br40C8,N
 mp-568493, In12Sn4I20,N
 mp-568522, In12Sn4I20,N
 mp-568854, Cs12Re12Br12Cl36,N
 mp-569427, K16Sn4Se8Te8,N
 mp-570505, Al8Ca12N16,N
 mp-570623, Pr16N8Te12,N
 mp-570646, Nd16N8Te12,N
 mp-571490, Pr24C8Cl40,N
 mp-571582, Hg12Tl4Br12Sb8,N
 mp-573145, Cs4Ga12S20,N
 mp-5818, Sn4Tl16S16,N
 mp-5929, Na20P12Si4,N
 mp-601867, Ba12Sn8P16,N
 mp-6075, Ba4Li2B10O20,N
 mp-6078, Cd12Na8O40Si12,N
 mp-608106, I8P16S12,N
 mp-6121, Ba4Y8Zn4O20,N
 mp-620029, Mo24Cl48,N
 mp-623030, Cu4Na12Sn4Se16,N
 mp-6250, Ba4Tm8Zn4O20,N
 mp-6280, Al8F8O16Si4,N
 mp-628647, Hg12Tl4As8Cl12,N
 mp-641010, La16N8Te12,N
 mp-6452, Ba4Sm8Zn4O20,N
 mp-6495, Ba4Er8Zn4O20,N
 mp-650007, Cs16Tl4Cl48Sb4,N
 mp-6501, Ba4Ho8Zn4O20,N
 mp-653559, I8P16Se12,N
 mp-6643, Ba4Dy8Zn4O20,N
 mp-6758, K4Na16Sn4Sb12,N
 mp-696528, K4H12N4O12P4,N
 mp-707218, Al4Ba12H4O16,N
 mp-756798, Ca4Sr8I24,N
 mp-757407, Sr8Tl8O20,N
 mp-759686, Al4Be4H4O20Si4,N
 mp-762240, K8Li8Ti4O16,N
 mp-766540, Li16Ti4S16,N
 mp-768735, Ba8Sr4I24,N
 mp-770936, Ba8Sc8O20,N
 mp-771046, Mg4N8O24,N
 mp-771238, Y8O24Te4,N
 mp-772049, Li8Ti8O20,N
 mp-772617, Zn4N8O24,N
 mp-772811, Na8Ge8O20,N
 mp-778602, Ba12Ge4O20,N
 mp-780396, Ca8Sr4I24,N
 mp-867615, Ca8Tl8O20,N
 mp-11818, Ba2Zn2Ge2,N
 mp-1189, Al16Pr8,N
 mp-1205318, Ag2Ba2Bi2,N
 mp-1383, Co16U8,N
 mp-1400, Hf8W16,N
 mp-2028, Be16Nb8,N
 mp-2049, Mo16Zr8,N
 mp-20766, Ce2Cu2Ge2,N
 mp-2363, Hf8Mo16,N
 mp-2708, La8Ni16,N
 mp-4120, Ca2Cu2As2,N
 mp-568895, Au2Ba2Sb2,N
 mp-570113, Au16Bi8,N
 mp-582, Ce8Ir16,N
 mp-675, W16Zr8,N
 mp-819, Cr16Hf8,N
 mp-833, Ca8Pd16,N
 mp-850, Ni16Sc8,N
 mp-10667, Ag2Sr2P2,N
 mp-10677, Au2Ca2P2,N
 mp-10749, Cu2Sr2Sb2,N
 mp-10763, Hg2K2Sb2,N
 mp-1077361, Au2Ba2As2,N
 mp-1206169, Cu2Sr2Si2,N
 mp-1206525, Au2Sr2As2,N
 mp-12481, La2Pt2P2,N
 mp-12557, Cu2Sr2As2,N
 mp-1425, Cr16Ti8,N
 mp-16321, Cu2Sr2P2,N
 mp-1638, Al16Sr8,N
 mp-1687, Ba8Pd16,N
 mp-2098, Ce8Os16,N
 mp-22740, Ce2Cu2Si2,N
 mp-2295, Ca8Ni16,N
 mp-24011, Ce2H2Se2,N
 mp-253, Co16Sc8,N
 mp-2674, Pt16Y8,N
 mp-31147, Ba2Zn2Si2,N
 mp-31148, Ba2Sn2Zn2,N
 mp-4336, La2Pd2P2,N
 mp-4835, Cu2La2Si2,N
 mp-514, Hf8Zn16,N
 mp-747, Ba8Pt16,N
 mp-813, Al16Sc8,N
 mp-842, Ca8Pt16,N
 mp-921, Rh16Y8,N
 mp-985439, Au2Ba2P2,N
 mp-10200, Be2Zr2Si2,N
 mp-11700, Ba2Cu2Sb2,N
 mp-1349, Pt16Sr8,N
 mp-16254, Ba2Cu2P2,N
 mp-16263, Ca2Zn2Ge2,N
 mp-16266, Ca2Zn2Si2,N
 mp-2749, Be16Ti8,N
 mp-548, Cr16Nb8,N
 mp-570436, Ca8Ir16,N
 mp-1019279, Sn2Sr2Zn2,N
 mp-1038, Cu16Mg8,N
 mp-1187198, Mg16Sr8,N
 mp-1187860, Mg16Y8,N
 mp-3553, Au2K2Te2,N
 mp-510311, Ba2Pb2Zn2,N
 mp-11816, Ba2Cd2Ge2,N
 mp-1187158, Sr2Br4,N
 mp-1187178, Sr2I4,N
 mp-353, Ag4O2,N
 mp-571166, Ca2Br4,N
 mp-947, Au4S2,N
 mp-2206, Co16Lu8,N
 mp-470, Ge2O4,N
 mp-540, Fe16Sc8,N
 mp-8948, Ce2Pd2As2,N
 mp-1013525, V2S4,N
 mp-1014265, Zr4N2,N
 mp-1077788, Pt4B2,N
 mp-12571, Be2Hf2Si2,N
 mp-1634, Mo2Se4,N
 mp-1909, La8Mg16,N
 mp-20725, Pb2O4,N
 mp-23279, Bi16K8,N
 mp-2723, Ir2O4,N
 mp-2815, Mo2S4,N
 mp-30352, Ag16Na8,N
 mp-333, Fe16Hf8,N
 mp-556520, Co2F4,N
 mp-559798, Ni2F4,N
 mp-5910, Ca2Cu2Sb2,N
 mp-7003, Ce2Pd2P2,N
 mp-7025, Au2Rb2Te2,N
 mp-725, Rh2O4,N
 mp-7359, Ag2Ba2As2,N
 mp-7420, Hg2K2As2,N
 mp-7435, Cu2K2Se2,N
 mp-7790, Ti8N4,N
 mp-8126, Cu2Y2Si2,N
 mp-8432, Ca2Cu2P2,N
 mp-8456, Pt2Sr2As2,N
 mp-864647, Hf4N2,N
 mp-9556, Sr2Zn2Si2,N
 mp-974437, Re4C2,N
 mp-9898, Ba2Cu2As2,N
 mp-996, Os2O4,N
 mp-1183430, Ca8Mg16,N
 mp-1185705, Mg8Ni16,N
 mp-2271, Na8Pt16,N
 mp-825, Ru2O4,N
 mp-753826, Cu4Li4S4,N
 mp-10219, Y2F2O2,N
 mp-10485, Ba2Li2Sb2,N
 mp-10932, Er2F2S2,N
 mp-12620, Nd2F2Se2,N
 mp-12621, Nd2F2Te2,N
 mp-1285, Pt2O4,N
 mp-13276, Li2Sr2P2,N
 mp-13277, Ba2Li2P2,N
 mp-14093, Tb6F6O6,N
 mp-1413, Ru2P4,N
 mp-147, Se18,N
 mp-1522, Fe2S4,N
 mp-16236, Ag2K2Se2,N
 mp-1821, W2Se4,N
 mp-1950, Sr4S8,N
 mp-20027, Fe2P4,N
 mp-20790, In2P2S8,N
 mp-224, W2S4,N
 mp-22882, Yb2Br4,N
 mp-22888, Ca2Br4,N
 mp-22939, Bi2Cl2O2,N
 mp-22945, Rh4Cl4Te4,N
 mp-22951, Ba2F2I2,N
 mp-22957, Sr2Cl2F2,N
 mp-22964, Pb2Cl2F2,N
 mp-22969, Pb2F2I2,N
 mp-22987, Bi2I2O2,N
 mp-23008, Pb2Br2F2,N
 mp-23023, La2Br2O2,N
 mp-23024, Sr2Br2F2,N
 mp-23025, La2Cl2O2,N
 mp-23046, Sr2F2I2,N
 mp-23058, Nd2Cl2O2,N
 mp-23068, Nd2Br2O2,N
 mp-23070, Ba2Br2F2,N
 mp-23072, Bi2Br2O2,N
 mp-2319, Os2P4,N
 mp-23214, Ca2Cl4,N
 mp-23432, Ba2Cl2F2,N
 mp-23710, Mg2H4,N
 mp-23859, Ca2Cl2H2,N
 mp-23860, Sr2Cl2H2,N
 mp-23861, Ba2Cl2H2,N
 mp-23862, Ba2H2I2,N
 mp-24204, Ca2H2I2,N
 mp-24205, Sr2H2I2,N
 mp-24422, Ca2Br2H2,N
 mp-24423, Sr2Br2H2,N
 mp-24424, Ba2Br2H2,N
 mp-2455, Os2As4,N
 mp-2574, Zr2O4,N
 mp-2657, Ti2O4,N
 mp-27439, Tm2I2O2,N
 mp-27546, Ca2Cl2F2,N
 mp-27702, In2Cl2O2,N
 mp-27703, In2Br2O2,N
 mp-27716, K4Tl4O4,N
 mp-27743, Bi2F10,N
 mp-27823, Sm2Cl2O2,N
 mp-27850, Ti2Cl2N2,N
 mp-27984, Pr2Cl2O2,N
 mp-27985, Y2Cl2O2,N
 mp-28051, I4Sb4Te4,N
 mp-28065, Th2Cl2N2,N
 mp-28066, Th2Br2N2,N
 mp-28067, Th2I2N2,N
 mp-28266, Pd4P8,N
 mp-28458, Er2I2Se2,N
 mp-29149, Li12Cl3N3,N
 mp-29254, Pr2I2O2,N
 mp-29327, Sm2Br2O2,N
 mp-29403, Cu2Ga2I8,N
 mp-29529, Na2Sn2P2,N
 mp-29731, Ho2Cl2O2,N
 mp-30302, Hf6Br6N6,N
 mp-30993, La2I2O2,N
 mp-361, Cu4O2,N
 mp-36329, Sr3U3O12,N
 mp-3637, Y6F6O6,N
 mp-390, Ti4O8,N
 mp-3960, Ca3U3O12,N
 mp-4495, K2Li2Te2,N
 mp-4824, Na2Zn2P2,N
 mp-486, Ni4P8,N
 mp-5339, Cs2Na2Te2,N
 mp-540789, Pb6I12,N
 mp-541912, Zr6Br6N6,N
 mp-545598, Cd2U2O8,N
 mp-550172, Sn2O4,N
 mp-551456, Ba6Cu3Cl3O6,N
 mp-552537, Cu3Sr6Br3O6,N
 mp-552934, Ba6Cu3Br3O6,N
 mp-553303, CsCu3O2,N
 mp-555850, Lu6F6S6,N
 mp-557483, Yb2Cl2F2,N
 mp-5634, Nd6F6O6,N
 mp-567279, Zn2Cl4,N
 mp-567441, Hf6I6N6,N
 mp-568346, Hf2Br2N2,N
 mp-569117, Cs2Li4Cl6,N
 mp-569595, Pb6I12,N
 mp-570157, Zr2Br2N2,N
 mp-570886, Be4I8,N
 mp-573755, Au2Cs2Te2,N
 mp-580886, Zr6I6N6,N
 mp-5962, Mg2Na2As2,N
 mp-602, Mo2Te4,N
 mp-632667, Yb2H4,N
 mp-634657, Na2H2S2,N
 mp-634676, K2H2S2,N
 mp-684, Ba4S8,N
 mp-7077, Au4K4S4,N
 mp-7089, K2Mg2Sb2,N
 mp-7090, Mg2Na2Sb2,N
 mp-7100, La2F2O2,N
 mp-7436, Cu2K2Te2,N
 mp-7437, K2Zn2P2,N
 mp-7438, K2Zn2Sb2,N
 mp-753173, Ho2I2O2,N
 mp-753594, Bi2F2O2,N
 mp-753712, Y2I2O2,N
 mp-754217, Sm2I2O2,N
 mp-754403, Zr4O8,N
 mp-754478, Hf2Zr2O8,N
 mp-754540, CaPbI4,N
 mp-7547, Ba4Se8,N
 mp-754852, Ba3Sr3I12,N
 mp-754969, Tm2Br2O2,N
 mp-755072, Na4O2,N
 mp-755323, Dy2Cl2O2,N
 mp-755336, Nd2I2O2,N
 mp-766, Ru2As4,N
 mp-768906, Y2Br2O2,N
 mp-769173, Pr6F6O6,N
 mp-773137, Bi2Ca2K2,N
 mp-7738, La2F2Se2,N
 mp-776532, Hf2O4,N
 mp-7786, CsCu3S2,N
 mp-7868, Pt2O4,N
 mp-7950, Th2O2Se2,N
 mp-8111, La6F6O6,N
 mp-8226, Th6F6N6,N
 mp-8430, K2Li2S2,N
 mp-8452, Li2Na2S2,N
 mp-856, Sn2O4,N
 mp-8658, Cs2Na2Se2,N
 mp-867712, Ag2Li2F8,N
 mp-8751, Li2Rb2S2,N
 mp-8756, K2Li2Se2,N
 mp-8799, Na2Rb2S2,N
 mp-9008, Au2Rb2Te2,N
